log_attempts,failure_rate,approval_rate,infra_share,cards_per_attempt,small_amount_share,burstiness,recovery_rate,top_session_failure_share,log_failing_sessions,is_abuse,group,origin
4.189655,0.8,0.2,0,0.123077,0,0.976079,0,1,0.693147,0,retry_storm_30,retry_storm
1.098612,0.5,0.5,0,1,0,0,0,0.2,1.791759,0,normal_traffic_30,normal_traffic
1.098612,0.5,0.5,0,1,0,0,0,0.2,1.791759,0,normal_traffic_30,normal_traffic
1.098612,0.5,0.5,0,1,0,0,0,0.2,1.791759,0,normal_traffic_30,normal_traffic
0.693147,1,0,0,1,0,0,0,0.2,1.791759,0,normal_traffic_30,normal_traffic
0.693147,1,0,0,1,0,0,0,0.2,1.791759,0,normal_traffic_30,normal_traffic
1.098612,0,1,0,1,0,0,0,0.2,1.791759,0,normal_traffic_30,normal_traffic
1.098612,0,1,0,1,0,0,0,0.2,1.791759,0,normal_traffic_30,normal_traffic
1.098612,0,1,0,1,0,0,0,0.2,1.791759,0,normal_traffic_30,normal_traffic
4.189655,0.076923,0.923077,0,1,0,1.092357,0,0.2,1.791759,0,normal_traffic_30,normal_traffic
1.098612,0.5,0.5,0,1,0,0,0,0.0625,2.833213,0,flash_sale_30,flash_sale
1.098612,0.5,0.5,0,1,0,0,0,0.0625,2.833213,0,flash_sale_30,flash_sale
1.098612,0.5,0.5,0,1,0,0,0,0.0625,2.833213,0,flash_sale_30,flash_sale
1.098612,0.5,0.5,0,1,0,0,0,0.0625,2.833213,0,flash_sale_30,flash_sale
1.098612,0.5,0.5,0,1,0,0,0,0.0625,2.833213,0,flash_sale_30,flash_sale
1.098612,0.5,0.5,0,1,0,0,0,0.0625,2.833213,0,flash_sale_30,flash_sale
1.098612,0.5,0.5,0,1,0,0,0,0.0625,2.833213,0,flash_sale_30,flash_sale
1.098612,0.5,0.5,0,1,0,0,0,0.0625,2.833213,0,flash_sale_30,flash_sale
5.236442,0.085561,0.914439,0,1,0,0.969448,0,0.0625,2.833213,0,flash_sale_30,flash_sale
1.791759,0.6,0.4,0,0.4,0,1.63867,0.5,0.1875,2.197225,0,customer_error_30,customer_error
1.791759,0.6,0.4,0,0.4,0,1.656651,0.5,0.1875,2.197225,0,customer_error_30,customer_error
1.791759,0.6,0.4,0,0.4,0,1.6437,0.5,0.1875,2.197225,0,customer_error_30,customer_error
1.609438,0.5,0.5,0,0.5,0,1.373171,0.5,0.1875,2.197225,0,customer_error_30,customer_error
1.386294,0.666667,0.333333,0,0.333333,0,0.727273,1,0.1875,2.197225,0,customer_error_30,customer_error
1.386294,0.333333,0.666667,0,0.666667,0,0.991181,0.5,0.1875,2.197225,0,customer_error_30,customer_error
1.386294,0.333333,0.666667,0,0.666667,0,0.986817,0.5,0.1875,2.197225,0,customer_error_30,customer_error
1.098612,0.5,0.5,0,0.5,0,0,1,0.1875,2.197225,0,customer_error_30,customer_error
4.219508,0.238806,0.761194,0,0.761194,0,1.352488,0.156863,0.1875,2.197225,0,customer_error_30,customer_error
4.59512,0.989796,0.010204,0,1,1,0.877329,0,1,0.693147,1,attack_loud_31,attack_loud
4.59512,0.989796,0.010204,0,1,1,0.877329,0,1,0.693147,1,attack_loud_31,attack_loud
1.386294,1,0,0,1,1,0.195021,0,0.037975,3.663562,1,attack_distributed_31,attack_distributed
1.386294,1,0,0,1,1,0.138365,0,0.037975,3.663562,1,attack_distributed_31,attack_distributed
1.386294,1,0,0,1,1,0.143757,0,0.037975,3.663562,1,attack_distributed_31,attack_distributed
1.386294,1,0,0,1,1,0.041456,0,0.037975,3.663562,1,attack_distributed_31,attack_distributed
4.406719,0.975309,0.024691,0,1,1,0.949522,0,0.037975,3.663562,1,attack_distributed_31,attack_distributed
2.639057,1,0,0,1,1,0.487474,0,0.216667,1.791759,1,attack_low_amplitude_31,attack_low_amplitude
2.639057,1,0,0,1,1,0.467049,0,0.216667,1.791759,1,attack_low_amplitude_31,attack_low_amplitude
2.639057,0.923077,0.076923,0,1,1,0.498281,0,0.216667,1.791759,1,attack_low_amplitude_31,attack_low_amplitude
2.564949,1,0,0,1,1,0.494789,0,0.216667,1.791759,1,attack_low_amplitude_31,attack_low_amplitude
4.158883,0.952381,0.047619,0,1,1,1.10275,0,0.216667,1.791759,1,attack_low_amplitude_31,attack_low_amplitude
0.693147,1,0,1,1,0,0,0,0.021739,3.850148,0,gateway_outage_31,gateway_outage
0.693147,1,0,1,1,0,0,0,0.021739,3.850148,0,gateway_outage_31,gateway_outage
0.693147,1,0,1,1,0,0,0,0.021739,3.850148,0,gateway_outage_31,gateway_outage
0.693147,1,0,1,1,0,0,0,0.021739,3.850148,0,gateway_outage_31,gateway_outage
0.693147,1,0,1,1,0,0,0,0.021739,3.850148,0,gateway_outage_31,gateway_outage
0.693147,1,0,1,1,0,0,0,0.021739,3.850148,0,gateway_outage_31,gateway_outage
0.693147,1,0,1,1,0,0,0,0.021739,3.850148,0,gateway_outage_31,gateway_outage
0.693147,1,0,1,1,0,0,0,0.021739,3.850148,0,gateway_outage_31,gateway_outage
4.418841,0.560976,0.439024,1,1,0,1.090797,0,0.021739,3.850148,0,gateway_outage_31,gateway_outage
3.091042,1,0,0,0.380952,0,0.547509,0,0.355932,1.386294,0,retry_storm_31,retry_storm
3.135494,0.909091,0.090909,0,0.363636,0,0.589616,0,0.355932,1.386294,0,retry_storm_31,retry_storm
3.091042,0.857143,0.142857,0,0.380952,0,0.500077,0,0.355932,1.386294,0,retry_storm_31,retry_storm
4.174387,0.921875,0.078125,0,0.125,0,1.039714,0,0.355932,1.386294,0,retry_storm_31,retry_storm
0.693147,1,0,0,1,0,0,0,0.090909,2.484907,0,normal_traffic_31,normal_traffic
0.693147,1,0,0,1,0,0,0,0.090909,2.484907,0,normal_traffic_31,normal_traffic
0.693147,1,0,0,1,0,0,0,0.090909,2.484907,0,normal_traffic_31,normal_traffic
0.693147,1,0,0,1,0,0,0,0.090909,2.484907,0,normal_traffic_31,normal_traffic
0.693147,1,0,0,1,0,0,0,0.090909,2.484907,0,normal_traffic_31,normal_traffic
0.693147,1,0,0,1,0,0,0,0.090909,2.484907,0,normal_traffic_31,normal_traffic
0.693147,1,0,0,1,0,0,0,0.090909,2.484907,0,normal_traffic_31,normal_traffic
0.693147,1,0,0,1,0,0,0,0.090909,2.484907,0,normal_traffic_31,normal_traffic
4.174387,0.171875,0.828125,0,1,0,0.942296,0,0.090909,2.484907,0,normal_traffic_31,normal_traffic
0.693147,1,0,0,1,0,0,0,0.041667,3.218876,0,flash_sale_31,flash_sale
0.693147,1,0,0,1,0,0,0,0.041667,3.218876,0,flash_sale_31,flash_sale
0.693147,1,0,0,1,0,0,0,0.041667,3.218876,0,flash_sale_31,flash_sale
0.693147,1,0,0,1,0,0,0,0.041667,3.218876,0,flash_sale_31,flash_sale
0.693147,1,0,0,1,0,0,0,0.041667,3.218876,0,flash_sale_31,flash_sale
0.693147,1,0,0,1,0,0,0,0.041667,3.218876,0,flash_sale_31,flash_sale
0.693147,1,0,0,1,0,0,0,0.041667,3.218876,0,flash_sale_31,flash_sale
0.693147,1,0,0,1,0,0,0,0.041667,3.218876,0,flash_sale_31,flash_sale
5.220356,0.130435,0.869565,0,1,0,1.000836,0,0.041667,3.218876,0,flash_sale_31,flash_sale
1.609438,0.75,0.25,0,0.25,0,0.189883,1,0.214286,2.197225,0,customer_error_31,customer_error
1.386294,0.666667,0.333333,0,0.333333,0,0.777778,1,0.214286,2.197225,0,customer_error_31,customer_error
1.386294,0.666667,0.333333,0,0.333333,0,0.047619,1,0.214286,2.197225,0,customer_error_31,customer_error
1.386294,0.666667,0.333333,0,0.333333,0,0.162162,1,0.214286,2.197225,0,customer_error_31,customer_error
1.386294,0.666667,0.333333,0,0.333333,0,0.698113,1,0.214286,2.197225,0,customer_error_31,customer_error
1.098612,0.5,0.5,0,0.5,0,0,1,0.214286,2.197225,0,customer_error_31,customer_error
1.098612,0.5,0.5,0,0.5,0,0,1,0.214286,2.197225,0,customer_error_31,customer_error
1.098612,0.5,0.5,0,0.5,0,0,1,0.214286,2.197225,0,customer_error_31,customer_error
4.174387,0.21875,0.78125,0,0.78125,0,1.191587,0.16,0.214286,2.197225,0,customer_error_31,customer_error
4.564348,0.978947,0.021053,0,1,1,0.961326,0,1,0.693147,1,attack_loud_32,attack_loud
4.564348,0.978947,0.021053,0,1,1,0.961326,0,1,0.693147,1,attack_loud_32,attack_loud
1.609438,1,0,0,1,1,0.031311,0,0.051282,3.044522,1,attack_distributed_32,attack_distributed
1.609438,1,0,0,1,1,0.084217,0,0.051282,3.044522,1,attack_distributed_32,attack_distributed
1.609438,1,0,0,1,1,0.033546,0,0.051282,3.044522,1,attack_distributed_32,attack_distributed
1.609438,1,0,0,1,1,0.10965,0,0.051282,3.044522,1,attack_distributed_32,attack_distributed
4.382027,0.987342,0.012658,0,1,1,0.948048,0,0.051282,3.044522,1,attack_distributed_32,attack_distributed
3.465736,1,0,0,1,1,0.734145,0,0.508197,1.098612,1,attack_low_amplitude_32,attack_low_amplitude
3.433987,1,0,0,1,1,0.82449,0,0.508197,1.098612,1,attack_low_amplitude_32,attack_low_amplitude
4.127134,1,0,0,1,1,1.068339,0,0.508197,1.098612,1,attack_low_amplitude_32,attack_low_amplitude
1.098612,1,0,1,1,0,0,0,0.045455,3.583519,0,gateway_outage_32,gateway_outage
1.098612,1,0,1,1,0,0,0,0.045455,3.583519,0,gateway_outage_32,gateway_outage
1.098612,1,0,1,1,0,0,0,0.045455,3.583519,0,gateway_outage_32,gateway_outage
1.098612,1,0,1,1,0,0,0,0.045455,3.583519,0,gateway_outage_32,gateway_outage
1.098612,1,0,1,1,0,0,0,0.045455,3.583519,0,gateway_outage_32,gateway_outage
1.098612,1,0,1,1,0,0,0,0.045455,3.583519,0,gateway_outage_32,gateway_outage
1.098612,1,0,1,1,0,0,0,0.045455,3.583519,0,gateway_outage_32,gateway_outage
1.098612,1,0,1,1,0,0,0,0.045455,3.583519,0,gateway_outage_32,gateway_outage
4.394449,0.55,0.45,1,1,0,0.990764,0,0.045455,3.583519,0,gateway_outage_32,gateway_outage
4.143135,0.903226,0.096774,0,0.129032,0,1.173179,0,1,0.693147,0,retry_storm_32,retry_storm
4.143135,0.903226,0.096774,0,0.129032,0,1.173179,0,1,0.693147,0,retry_storm_32,retry_storm
1.098612,0.5,0.5,0,1,0,0,0,0.2,1.791759,0,normal_traffic_32,normal_traffic
1.098612,0.5,0.5,0,1,0,0,0,0.2,1.791759,0,normal_traffic_32,normal_traffic
0.693147,1,0,0,1,0,0,0,0.2,1.791759,0,normal_traffic_32,normal_traffic
0.693147,1,0,0,1,0,0,0,0.2,1.791759,0,normal_traffic_32,normal_traffic
0.693147,1,0,0,1,0,0,0,0.2,1.791759,0,normal_traffic_32,normal_traffic
1.098612,0,1,0,1,0,0,0,0.2,1.791759,0,normal_traffic_32,normal_traffic
1.098612,0,1,0,1,0,0,0,0.2,1.791759,0,normal_traffic_32,normal_traffic
1.098612,0,1,0,1,0,0,0,0.2,1.791759,0,normal_traffic_32,normal_traffic
4.143135,0.080645,0.919355,0,1,0,0.874564,0,0.2,1.791759,0,normal_traffic_32,normal_traffic
1.098612,0.5,0.5,0,1,0,0,0,0.076923,2.639057,0,flash_sale_32,flash_sale
1.098612,0.5,0.5,0,1,0,0,0,0.076923,2.639057,0,flash_sale_32,flash_sale
1.098612,0.5,0.5,0,1,0,0,0,0.076923,2.639057,0,flash_sale_32,flash_sale
1.098612,0.5,0.5,0,1,0,0,0,0.076923,2.639057,0,flash_sale_32,flash_sale
1.098612,0.5,0.5,0,1,0,0,0,0.076923,2.639057,0,flash_sale_32,flash_sale
1.098612,0.5,0.5,0,1,0,0,0,0.076923,2.639057,0,flash_sale_32,flash_sale
0.693147,1,0,0,1,0,0,0,0.076923,2.639057,0,flash_sale_32,flash_sale
0.693147,1,0,0,1,0,0,0,0.076923,2.639057,0,flash_sale_32,flash_sale
5.192957,0.072626,0.927374,0,1,0,1.015527,0,0.076923,2.639057,0,flash_sale_32,flash_sale
1.791759,0.6,0.4,0,0.4,0,1.684495,0.5,0.166667,2.397895,0,customer_error_32,customer_error
1.791759,0.6,0.4,0,0.4,0,1.697046,0.5,0.166667,2.397895,0,customer_error_32,customer_error
1.791759,0.6,0.4,0,0.4,0,1.679144,0.5,0.166667,2.397895,0,customer_error_32,customer_error
1.609438,0.5,0.5,0,0.5,0,1.381193,0.5,0.166667,2.397895,0,customer_error_32,customer_error
1.609438,0.5,0.5,0,0.5,0,1.393526,0.5,0.166667,2.397895,0,customer_error_32,customer_error
1.386294,0.333333,0.666667,0,0.666667,0,0.996716,0.5,0.166667,2.397895,0,customer_error_32,customer_error
1.386294,0.333333,0.666667,0,0.666667,0,0.994668,0.5,0.166667,2.397895,0,customer_error_32,customer_error
1.386294,0.333333,0.666667,0,0.666667,0,0.975779,0.5,0.166667,2.397895,0,customer_error_32,customer_error
4.219508,0.268657,0.731343,0,0.731343,0,1.184662,0.204082,0.166667,2.397895,0,customer_error_32,customer_error
4.615121,0.99,0.01,0,1,1,0.927046,0,1,0.693147,1,attack_loud_33,attack_loud
4.615121,0.99,0.01,0,1,1,0.927046,0,1,0.693147,1,attack_loud_33,attack_loud
1.609438,1,0,0,1,1,0.074705,0,0.051282,3.332205,1,attack_distributed_33,attack_distributed
1.386294,1,0,0,1,1,0.059418,0,0.051282,3.332205,1,attack_distributed_33,attack_distributed
1.386294,1,0,0,1,1,0.013631,0,0.051282,3.332205,1,attack_distributed_33,attack_distributed
1.386294,1,0,0,1,1,0.016352,0,0.051282,3.332205,1,attack_distributed_33,attack_distributed
4.418841,0.95122,0.04878,0,1,1,0.821059,0,0.051282,3.332205,1,attack_distributed_33,attack_distributed
3.135494,1,0,0,1,1,0.57291,0,0.349206,1.386294,1,attack_low_amplitude_33,attack_low_amplitude
3.091042,1,0,0,1,1,0.379721,0,0.349206,1.386294,1,attack_low_amplitude_33,attack_low_amplitude
3.091042,0.952381,0.047619,0,1,1,0.568798,0,0.349206,1.386294,1,attack_low_amplitude_33,attack_low_amplitude
4.174387,0.984375,0.015625,0,1,1,0.971284,0,0.349206,1.386294,1,attack_low_amplitude_33,attack_low_amplitude
1.098612,1,0,1,1,0,0,0,0.036364,3.850148,0,gateway_outage_33,gateway_outage
1.098612,1,0,1,1,0,0,0,0.036364,3.850148,0,gateway_outage_33,gateway_outage
1.098612,1,0,1,1,0,0,0,0.036364,3.850148,0,gateway_outage_33,gateway_outage
1.098612,1,0,1,1,0,0,0,0.036364,3.850148,0,gateway_outage_33,gateway_outage
1.098612,1,0,1,1,0,0,0,0.036364,3.850148,0,gateway_outage_33,gateway_outage
1.098612,1,0,1,1,0,0,0,0.036364,3.850148,0,gateway_outage_33,gateway_outage
1.098612,1,0,1,1,0,0,0,0.036364,3.850148,0,gateway_outage_33,gateway_outage
1.098612,1,0,1,1,0,0,0,0.036364,3.850148,0,gateway_outage_33,gateway_outage
4.430817,0.662651,0.337349,1,1,0,1.155509,0,0.036364,3.850148,0,gateway_outage_33,gateway_outage
3.496508,0.96875,0.03125,0,0.125,0,0.772637,0,0.534483,1.098612,0,retry_storm_33,retry_storm
3.526361,0.818182,0.181818,0,0.121212,0,0.784822,0,0.534483,1.098612,0,retry_storm_33,retry_storm
4.189655,0.892308,0.107692,0,0.123077,0,1.047297,0,0.534483,1.098612,0,retry_storm_33,retry_storm
1.098612,0.5,0.5,0,1,0,0,0,0.166667,1.94591,0,normal_traffic_33,normal_traffic
1.098612,0.5,0.5,0,1,0,0,0,0.166667,1.94591,0,normal_traffic_33,normal_traffic
1.098612,0.5,0.5,0,1,0,0,0,0.166667,1.94591,0,normal_traffic_33,normal_traffic
1.098612,0.5,0.5,0,1,0,0,0,0.166667,1.94591,0,normal_traffic_33,normal_traffic
0.693147,1,0,0,1,0,0,0,0.166667,1.94591,0,normal_traffic_33,normal_traffic
0.693147,1,0,0,1,0,0,0,0.166667,1.94591,0,normal_traffic_33,normal_traffic
1.098612,0,1,0,1,0,0,0,0.166667,1.94591,0,normal_traffic_33,normal_traffic
1.098612,0,1,0,1,0,0,0,0.166667,1.94591,0,normal_traffic_33,normal_traffic
4.189655,0.092308,0.907692,0,1,0,1.122905,0,0.166667,1.94591,0,normal_traffic_33,normal_traffic
1.098612,1,0,0,1,0,0,0,0.064516,3.401197,0,flash_sale_33,flash_sale
1.098612,1,0,0,1,0,0,0,0.064516,3.401197,0,flash_sale_33,flash_sale
1.098612,0.5,0.5,0,1,0,0,0,0.064516,3.401197,0,flash_sale_33,flash_sale
1.098612,0.5,0.5,0,1,0,0,0,0.064516,3.401197,0,flash_sale_33,flash_sale
1.098612,0.5,0.5,0,1,0,0,0,0.064516,3.401197,0,flash_sale_33,flash_sale
1.098612,0.5,0.5,0,1,0,0,0,0.064516,3.401197,0,flash_sale_33,flash_sale
1.098612,0.5,0.5,0,1,0,0,0,0.064516,3.401197,0,flash_sale_33,flash_sale
1.098612,0.5,0.5,0,1,0,0,0,0.064516,3.401197,0,flash_sale_33,flash_sale
5.231109,0.166667,0.833333,0,1,0,1.011124,0,0.064516,3.401197,0,flash_sale_33,flash_sale
1.791759,0.6,0.4,0,0.4,0,1.672473,0.5,0.25,1.94591,0,customer_error_33,customer_error
1.609438,0.5,0.5,0,0.5,0,1.357268,0.5,0.25,1.94591,0,customer_error_33,customer_error
1.609438,0.5,0.5,0,0.5,0,1.382679,0.5,0.25,1.94591,0,customer_error_33,customer_error
1.386294,0.666667,0.333333,0,0.333333,0,0.388889,1,0.25,1.94591,0,customer_error_33,customer_error
1.386294,0.666667,0.333333,0,0.333333,0,0.485714,1,0.25,1.94591,0,customer_error_33,customer_error
1.386294,0.333333,0.666667,0,0.666667,0,0.976705,0.5,0.25,1.94591,0,customer_error_33,customer_error
1.098612,0,1,0,1,0,0,0,0.25,1.94591,0,customer_error_33,customer_error
1.098612,0,1,0,1,0,0,0,0.25,1.94591,0,customer_error_33,customer_error
4.158883,0.190476,0.809524,0,0.809524,0,1.314682,0.117647,0.25,1.94591,0,customer_error_33,customer_error
4.394449,0.95,0.05,0,1,1,1.172413,0,1,0.693147,1,attack_loud_34,attack_loud
4.394449,0.95,0.05,0,1,1,1.172413,0,1,0.693147,1,attack_loud_34,attack_loud
1.098612,1,0,0,1,1,0,0,0.030303,3.637586,1,attack_distributed_34,attack_distributed
1.098612,1,0,0,1,1,0,0,0.030303,3.637586,1,attack_distributed_34,attack_distributed
1.098612,1,0,0,1,1,0,0,0.030303,3.637586,1,attack_distributed_34,attack_distributed
1.098612,1,0,0,1,1,0,0,0.030303,3.637586,1,attack_distributed_34,attack_distributed
4.234107,0.970588,0.029412,0,1,1,0.900991,0,0.030303,3.637586,1,attack_distributed_34,attack_distributed
2.484907,1,0,0,1,1,0.634769,0,0.215686,1.791759,1,attack_low_amplitude_34,attack_low_amplitude
2.484907,1,0,0,1,1,0.582006,0,0.215686,1.791759,1,attack_low_amplitude_34,attack_low_amplitude
2.484907,1,0,0,1,1,0.444442,0,0.215686,1.791759,1,attack_low_amplitude_34,attack_low_amplitude
2.397895,0.9,0.1,0,1,1,0.394193,0,0.215686,1.791759,1,attack_low_amplitude_34,attack_low_amplitude
3.988984,0.962264,0.037736,0,1,1,1.254011,0,0.215686,1.791759,1,attack_low_amplitude_34,attack_low_amplitude
0.693147,1,0,1,1,0,0,0,0.029412,3.555348,0,gateway_outage_34,gateway_outage
0.693147,1,0,1,1,0,0,0,0.029412,3.555348,0,gateway_outage_34,gateway_outage
0.693147,1,0,1,1,0,0,0,0.029412,3.555348,0,gateway_outage_34,gateway_outage
0.693147,1,0,1,1,0,0,0,0.029412,3.555348,0,gateway_outage_34,gateway_outage
0.693147,1,0,1,1,0,0,0,0.029412,3.555348,0,gateway_outage_34,gateway_outage
0.693147,1,0,1,1,0,0,0,0.029412,3.555348,0,gateway_outage_34,gateway_outage
0.693147,1,0,1,1,0,0,0,0.029412,3.555348,0,gateway_outage_34,gateway_outage
0.693147,1,0,1,1,0,0,0,0.029412,3.555348,0,gateway_outage_34,gateway_outage
4.26268,0.485714,0.514286,1,1,0,0.783494,0,0.029412,3.555348,0,gateway_outage_34,gateway_outage
2.995732,1,0,0,0.421053,0,0.638354,0,0.372549,1.386294,0,retry_storm_34,retry_storm
2.944439,0.944444,0.055556,0,0.444444,0,0.718596,0,0.372549,1.386294,0,retry_storm_34,retry_storm
2.944439,0.833333,0.166667,0,0.444444,0,0.635521,0,0.372549,1.386294,0,retry_storm_34,retry_storm
4.025352,0.927273,0.072727,0,0.145455,0,1.036692,0,0.372549,1.386294,0,retry_storm_34,retry_storm
0.693147,1,0,0,1,0,0,0,0.25,1.609438,0,normal_traffic_34,normal_traffic
0.693147,1,0,0,1,0,0,0,0.25,1.609438,0,normal_traffic_34,normal_traffic
0.693147,1,0,0,1,0,0,0,0.25,1.609438,0,normal_traffic_34,normal_traffic
0.693147,1,0,0,1,0,0,0,0.25,1.609438,0,normal_traffic_34,normal_traffic
0.693147,0,1,0,1,0,0,0,0.25,1.609438,0,normal_traffic_34,normal_traffic
0.693147,0,1,0,1,0,0,0,0.25,1.609438,0,normal_traffic_34,normal_traffic
0.693147,0,1,0,1,0,0,0,0.25,1.609438,0,normal_traffic_34,normal_traffic
0.693147,0,1,0,1,0,0,0,0.25,1.609438,0,normal_traffic_34,normal_traffic
4.025352,0.072727,0.927273,0,1,0,1.185927,0,0.25,1.609438,0,normal_traffic_34,normal_traffic
0.693147,1,0,0,1,0,0,0,0.083333,2.564949,0,flash_sale_34,flash_sale
0.693147,1,0,0,1,0,0,0,0.083333,2.564949,0,flash_sale_34,flash_sale
0.693147,1,0,0,1,0,0,0,0.083333,2.564949,0,flash_sale_34,flash_sale
0.693147,1,0,0,1,0,0,0,0.083333,2.564949,0,flash_sale_34,flash_sale
0.693147,1,0,0,1,0,0,0,0.083333,2.564949,0,flash_sale_34,flash_sale
0.693147,1,0,0,1,0,0,0,0.083333,2.564949,0,flash_sale_34,flash_sale
0.693147,1,0,0,1,0,0,0,0.083333,2.564949,0,flash_sale_34,flash_sale
0.693147,1,0,0,1,0,0,0,0.083333,2.564949,0,flash_sale_34,flash_sale
5.081404,0.075,0.925,0,1,0,1.005879,0,0.083333,2.564949,0,flash_sale_34,flash_sale
1.609438,0.75,0.25,0,0.25,0,0.176777,1,0.6,1.098612,0,customer_error_34,customer_error
1.386294,0.666667,0.333333,0,0.333333,0,0.454545,1,0.6,1.098612,0,customer_error_34,customer_error
0.693147,0,1,0,1,0,0,0,0.6,1.098612,0,customer_error_34,customer_error
0.693147,0,1,0,1,0,0,0,0.6,1.098612,0,customer_error_34,customer_error
0.693147,0,1,0,1,0,0,0,0.6,1.098612,0,customer_error_34,customer_error
0.693147,0,1,0,1,0,0,0,0.6,1.098612,0,customer_error_34,customer_error
0.693147,0,1,0,1,0,0,0,0.6,1.098612,0,customer_error_34,customer_error
0.693147,0,1,0,1,0,0,0,0.6,1.098612,0,customer_error_34,customer_error
3.89182,0.104167,0.895833,0,0.895833,0,1.114574,0.046512,0.6,1.098612,0,customer_error_34,customer_error
4.682131,0.971963,0.028037,0,1,1,0.985736,0,1,0.693147,1,attack_loud_35,attack_loud
4.682131,0.971963,0.028037,0,1,1,0.985736,0,1,0.693147,1,attack_loud_35,attack_loud
1.609438,1,0,0,1,1,0.17641,0,0.047059,3.178054,1,attack_distributed_35,attack_distributed
1.609438,1,0,0,1,1,0.181837,0,0.047059,3.178054,1,attack_distributed_35,attack_distributed
1.609438,1,0,0,1,1,0.148443,0,0.047059,3.178054,1,attack_distributed_35,attack_distributed
1.609438,1,0,0,1,1,0.164476,0,0.047059,3.178054,1,attack_distributed_35,attack_distributed
4.488636,0.965909,0.034091,0,1,1,0.928761,0,0.047059,3.178054,1,attack_distributed_35,attack_distributed
3.555348,0.970588,0.029412,0,1,1,0.717535,0,0.515625,1.098612,1,attack_low_amplitude_35,attack_low_amplitude
3.555348,0.911765,0.088235,0,1,1,0.728088,0,0.515625,1.098612,1,attack_low_amplitude_35,attack_low_amplitude
4.234107,0.941176,0.058824,0,1,1,1.096676,0,0.515625,1.098612,1,attack_low_amplitude_35,attack_low_amplitude
1.098612,1,0,1,1,0,0,0,0.040816,3.713572,0,gateway_outage_35,gateway_outage
1.098612,1,0,1,1,0,0,0,0.040816,3.713572,0,gateway_outage_35,gateway_outage
1.098612,1,0,1,1,0,0,0,0.040816,3.713572,0,gateway_outage_35,gateway_outage
1.098612,1,0,1,1,0,0,0,0.040816,3.713572,0,gateway_outage_35,gateway_outage
1.098612,1,0,1,1,0,0,0,0.040816,3.713572,0,gateway_outage_35,gateway_outage
1.098612,1,0,1,1,0,0,0,0.040816,3.713572,0,gateway_outage_35,gateway_outage
1.098612,1,0,1,1,0,0,0,0.040816,3.713572,0,gateway_outage_35,gateway_outage
1.098612,1,0,1,1,0,0,0,0.040816,3.713572,0,gateway_outage_35,gateway_outage
4.488636,0.556818,0.443182,1,1,0,1.041695,0,0.040816,3.713572,0,gateway_outage_35,gateway_outage
4.248495,0.855072,0.144928,0,0.115942,0,0.950173,0,1,0.693147,0,retry_storm_35,retry_storm
4.248495,0.855072,0.144928,0,0.115942,0,0.950173,0,1,0.693147,0,retry_storm_35,retry_storm
1.098612,0.5,0.5,0,1,0,0,0,0.1,2.397895,0,normal_traffic_35,normal_traffic
1.098612,0.5,0.5,0,1,0,0,0,0.1,2.397895,0,normal_traffic_35,normal_traffic
1.098612,0.5,0.5,0,1,0,0,0,0.1,2.397895,0,normal_traffic_35,normal_traffic
1.098612,0.5,0.5,0,1,0,0,0,0.1,2.397895,0,normal_traffic_35,normal_traffic
1.098612,0.5,0.5,0,1,0,0,0,0.1,2.397895,0,normal_traffic_35,normal_traffic
0.693147,1,0,0,1,0,0,0,0.1,2.397895,0,normal_traffic_35,normal_traffic
0.693147,1,0,0,1,0,0,0,0.1,2.397895,0,normal_traffic_35,normal_traffic
0.693147,1,0,0,1,0,0,0,0.1,2.397895,0,normal_traffic_35,normal_traffic
4.248495,0.144928,0.855072,0,1,0,0.786405,0,0.1,2.397895,0,normal_traffic_35,normal_traffic
1.098612,1,0,0,1,0,0,0,0.095238,3.044522,0,flash_sale_35,flash_sale
1.098612,0.5,0.5,0,1,0,0,0,0.095238,3.044522,0,flash_sale_35,flash_sale
1.098612,0.5,0.5,0,1,0,0,0,0.095238,3.044522,0,flash_sale_35,flash_sale
1.098612,0.5,0.5,0,1,0,0,0,0.095238,3.044522,0,flash_sale_35,flash_sale
1.098612,0.5,0.5,0,1,0,0,0,0.095238,3.044522,0,flash_sale_35,flash_sale
1.098612,0.5,0.5,0,1,0,0,0,0.095238,3.044522,0,flash_sale_35,flash_sale
1.098612,0.5,0.5,0,1,0,0,0,0.095238,3.044522,0,flash_sale_35,flash_sale
1.098612,0.5,0.5,0,1,0,0,0,0.095238,3.044522,0,flash_sale_35,flash_sale
5.283204,0.107143,0.892857,0,1,0,0.970916,0,0.095238,3.044522,0,flash_sale_35,flash_sale
2.079442,0.714286,0.285714,0,0.285714,0,2.145175,1,0.178571,2.564949,0,customer_error_35,customer_error
1.791759,0.6,0.4,0,0.4,0,1.669303,0.5,0.178571,2.564949,0,customer_error_35,customer_error
1.791759,0.6,0.4,0,0.4,0,1.706082,0.5,0.178571,2.564949,0,customer_error_35,customer_error
1.609438,0.75,0.25,0,0.25,0,0.285774,1,0.178571,2.564949,0,customer_error_35,customer_error
1.609438,0.5,0.5,0,0.5,0,1.387407,0.5,0.178571,2.564949,0,customer_error_35,customer_error
1.609438,0.5,0.5,0,0.5,0,1.400717,0.5,0.178571,2.564949,0,customer_error_35,customer_error
1.609438,0.5,0.5,0,0.5,0,1.37973,0.5,0.178571,2.564949,0,customer_error_35,customer_error
